Image_Num,Name,Visibility,Quality,Blur,Brightness,Noise,Contrast,Compression,Sharpness,Exposure,Quality score
1462,image_0197_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1463,image_0197_brightness_L4.jpg,0,0,1,4,1,2,1,2,1,
1464,image_0199_brightness_L3.jpg,1,0,1,3,1,1,1,4,1,
1465,image_0200_brightness_L1.jpg,0,1,1,1,1,1,1,1,1,
1466,image_0206_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1467,image_0211_brightness_L2.jpg,0,0,1,2,1,1,1,1,1,
1468,image_0213_brightness_L2.jpg,0,0,1,2,1,1,1,1,1,
1469,image_0213_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1470,image_0214_brightness_L4.jpg,0,0,1,3,1,2,1,2,1,
1471,image_0215_brightness_L4.jpg,0,0,1,3,1,2,2,4,1,
1472,image_0221_brightness_L1.jpg,0,1,1,2,1,1,1,1,1,
1473,image_0221_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1474,image_0222_brightness_L2.jpg,0,0,1,2,1,1,1,1,2,
1475,image_0226_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1476,image_0228_brightness_L1.jpg,0,1,1,2,1,1,1,1,1,
1477,image_0228_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1478,image_0230_brightness_L3.jpg,1,0,1,3,1,1,1,1,1,
1479,image_0231_brightness_L3.jpg,1,0,1,3,1,1,1,1,1,
1480,image_0232_brightness_L1.jpg,1,1,1,1,1,1,1,1,1,
1481,image_0232_brightness_L4.jpg,1,0,1,4,1,2,1,3,1,
1482,image_0236_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1483,image_0240_brightness_L2.jpg,0,0,1,2,1,1,1,1,1,
1484,image_0243_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1485,image_0245_brightness_L1.jpg,0,1,1,1,1,1,1,1,1,
1486,image_0246_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1487,image_0247_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1488,image_0248_brightness_L4.jpg,1,0,1,4,1,2,1,2,1,
1489,image_0250_brightness_L1.jpg,0,0,1,1,1,1,1,1,1,
1490,image_0250_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1491,image_0251_brightness_L1.jpg,0,0,1,1,1,1,1,1,1,
1492,image_0252_brightness_L4.jpg,1,0,1,4,1,3,2,4,1,
1493,image_0253_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1494,image_0257_brightness_L2.jpg,1,0,1,2,1,1,1,1,1,
1495,image_0258_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1496,image_0261_brightness_L2.jpg,1,0,1,2,1,1,1,1,1,
1497,image_0262_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1498,image_0263_brightness_L2.jpg,0,0,1,1,1,1,1,1,1,
1499,image_0265_brightness_L1.jpg,0,0,1,1,1,1,1,1,1,
1500,image_0266_brightness_L2.jpg,1,0,1,2,1,1,1,1,1,
1501,image_0269_brightness_L4.jpg,0,0,1,4,1,2,1,3,1,
1502,image_0272_brightness_L4.jpg,0,0,1,4,1,3,2,4,1,
1503,image_0276_brightness_L1.jpg,0,1,1,1,1,1,1,1,1,
1504,image_0280_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1505,image_0280_brightness_L4.jpg,0,0,1,4,1,3,2,4,1,
1506,image_0283_brightness_L1.jpg,0,1,1,1,1,1,1,1,1,
1507,image_0284_brightness_L1.jpg,0,1,1,1,1,1,1,1,1,
1508,image_0285_brightness_L1.jpg,0,0,1,1,1,1,1,1,1,
1509,image_0285_brightness_L4.jpg,0,0,1,4,1,3,1,4,1,
1510,image_0286_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1511,image_0286_brightness_L4.jpg,0,0,1,4,1,3,1,3,1,
1512,image_0290_brightness_L2.jpg,1,0,1,2,1,1,1,2,1,
1513,image_0290_brightness_L3.jpg,1,0,1,3,1,1,1,3,1,
1514,image_0291_brightness_L3.jpg,1,0,1,3,1,1,1,1,1,
1515,image_0294_brightness_L2.jpg,0,0,1,1,1,1,1,1,1,
1516,image_0297_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1517,image_0298_brightness_L3.jpg,0,0,1,4,1,1,1,1,1,
1518,image_0299_brightness_L2.jpg,0,0,1,1,1,1,1,1,1,
1519,image_0303_brightness_L3.jpg,1,0,1,3,1,1,1,1,1,
1520,image_0304_brightness_L1.jpg,1,1,1,1,1,1,1,1,1,
1521,image_0306_brightness_L3.jpg,0,0,1,3,1,1,1,2,1,
1522,image_0308_brightness_L2.jpg,1,0,1,2,1,1,1,2,2,
1523,image_0319_brightness_L1.jpg,0,1,1,1,1,1,1,1,1,
1524,image_0321_brightness_L4.jpg,1,0,1,4,1,3,3,4,1,
1525,image_0322_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1526,image_0325_brightness_L1.jpg,0,1,1,1,1,1,1,1,1,
1527,image_0325_brightness_L4.jpg,0,0,1,4,1,3,2,4,1,
1528,image_0330_brightness_L1.jpg,0,1,1,1,1,1,1,1,1,
1529,image_0331_brightness_L2.jpg,0,0,1,2,1,1,1,1,1,
1530,image_0334_brightness_L2.jpg,1,0,1,2,1,1,1,1,1,
1531,image_0334_brightness_L3.jpg,1,0,1,3,1,1,1,1,1,
1532,image_0336_brightness_L3.jpg,1,0,1,3,1,1,1,1,1,
1533,image_0338_brightness_L2.jpg,1,0,1,2,1,1,2,4,2,
1534,image_0339_brightness_L1.jpg,0,1,1,1,1,1,1,1,1,
1535,image_0343_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1536,image_0350_brightness_L4.jpg,0,0,1,4,1,2,1,4,1,
1537,image_0352_brightness_L2.jpg,0,0,1,1,1,1,1,1,1,
1538,image_0352_brightness_L4.jpg,0,0,1,4,1,3,1,4,1,
1539,image_0353_brightness_L1.jpg,0,1,1,1,1,1,1,1,1,
1540,image_0353_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1541,image_0354_brightness_L1.jpg,0,1,1,1,1,1,1,1,1,
1542,image_0361_brightness_L2.jpg,0,0,1,2,1,1,1,3,1,
1543,image_0363_brightness_L4.jpg,0,0,1,4,1,3,1,4,1,
1544,image_0365_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1545,image_0369_brightness_L1.jpg,1,0,1,1,1,1,1,1,1,
1546,image_0369_brightness_L4.jpg,1,0,1,4,1,2,2,4,1,
1547,image_0372_brightness_L3.jpg,1,0,1,3,1,1,1,1,1,
1548,image_0373_brightness_L3.jpg,1,0,1,3,1,2,1,1,1,
1549,image_0374_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1550,image_0375_brightness_L3.jpg,0,0,1,3,1,1,1,2,1,
1551,image_0386_brightness_L4.jpg,0,0,1,4,1,3,1,4,1,
1552,image_0389_brightness_L2.jpg,1,0,1,2,1,1,1,2,2,
1553,image_0390_brightness_L1.jpg,1,1,1,1,1,1,1,1,1,
1554,image_0390_brightness_L4.jpg,1,0,1,4,1,3,2,4,1,
1555,image_0392_brightness_L1.jpg,0,0,1,1,1,1,1,4,1,
1556,image_0401_brightness_L1.jpg,0,1,1,2,1,1,1,2,1,
1557,image_0404_brightness_L2.jpg,0,0,1,2,1,1,1,1,1,
1558,image_0409_brightness_L1.jpg,0,0,1,1,1,1,1,1,1,
1559,image_0410_brightness_L1.jpg,0,0,1,1,1,1,1,1,1,
1560,image_0410_brightness_L2.jpg,0,0,1,2,1,1,1,1,1,
1561,image_0413_brightness_L1.jpg,0,0,1,1,1,1,1,3,1,
1562,image_0415_brightness_L4.jpg,1,0,1,4,1,3,3,4,1,
1563,image_0416_brightness_L4.jpg,0,0,1,4,1,2,2,4,1,
1564,image_0423_brightness_L1.jpg,0,0,1,2,1,1,1,2,1,
1565,image_0423_brightness_L2.jpg,0,0,1,2,1,1,1,3,2,
1566,image_0426_brightness_L2.jpg,0,0,1,2,1,1,1,3,1,
1567,image_0427_brightness_L3.jpg,0,0,1,3,1,1,1,2,1,
1568,image_0428_brightness_L3.jpg,1,0,1,3,1,1,1,3,1,
1569,image_0430_brightness_L1.jpg,1,0,1,1,1,1,1,1,1,
1570,image_0441_brightness_L2.jpg,0,0,1,2,1,1,1,1,2,
1571,image_0441_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1572,image_0442_brightness_L4.jpg,0,0,1,4,1,3,1,4,1,
1573,image_0443_brightness_L4.jpg,0,0,1,4,1,3,3,4,1,
1574,image_0447_brightness_L3.jpg,0,0,1,3,1,1,1,2,1,
1575,image_0448_brightness_L2.jpg,0,0,1,2,1,1,1,1,1,
1576,image_0448_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1577,image_0456_brightness_L1.jpg,0,1,1,1,1,1,1,1,1,
1578,image_0456_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1579,image_0459_brightness_L1.jpg,0,1,1,1,1,1,1,1,1,
1580,image_0463_brightness_L1.jpg,0,1,1,1,1,1,1,1,1,
1581,image_0464_brightness_L1.jpg,0,1,1,1,1,1,1,1,1,
1582,image_0466_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1583,image_0466_brightness_L4.jpg,0,0,1,4,1,2,1,3,1,
1584,image_0468_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1585,image_0471_brightness_L2.jpg,0,0,1,2,1,1,1,1,1,
1586,image_0473_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1587,image_0475_brightness_L1.jpg,0,1,1,1,2,1,1,1,1,
1588,image_0477_brightness_L1.jpg,0,1,1,1,2,1,1,1,1,
1589,image_0482_brightness_L3.jpg,1,0,1,3,1,1,1,1,1,
1590,image_0491_brightness_L4.jpg,1,0,1,4,1,3,2,4,1,
1591,image_0493_brightness_L1.jpg,0,0,1,1,1,1,1,1,1,
1592,image_0497_brightness_L2.jpg,0,0,1,2,1,1,1,2,2,
1593,image_0500_brightness_L1.jpg,1,0,1,1,1,1,1,1,1,
1594,image_0503_brightness_L1.jpg,0,1,1,1,1,1,1,3,1,
1595,image_0504_brightness_L2.jpg,0,0,1,2,1,1,1,1,1,
1596,image_0504_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1597,image_0505_brightness_L2.jpg,0,0,1,2,1,1,1,1,1,
1598,image_0507_brightness_L3.jpg,0,0,1,3,1,1,1,4,1,
1599,image_0508_brightness_L1.jpg,0,0,1,1,1,1,1,1,1,
1600,image_0511_brightness_L2.jpg,0,0,1,2,1,1,1,1,1,
1601,image_0513_brightness_L1.jpg,1,1,1,1,1,1,1,2,1,
1602,image_0520_brightness_L1.jpg,0,0,1,2,1,1,1,4,2,
1603,image_0522_brightness_L1.jpg,0,1,1,1,1,1,1,4,1,
1604,image_0531_brightness_L3.jpg,1,0,1,3,1,1,2,4,1,
1605,image_0532_brightness_L2.jpg,1,0,1,2,1,1,1,4,1,
1606,image_0535_brightness_L4.jpg,0,0,1,4,1,1,4,4,1,
1607,image_0536_brightness_L2.jpg,0,0,1,2,1,1,2,4,3,
1608,image_0537_brightness_L2.jpg,0,0,1,2,1,2,2,4,3,
1609,image_0537_brightness_L4.jpg,0,0,1,3,1,1,3,4,1,
1610,image_0539_brightness_L3.jpg,0,0,1,3,1,1,2,4,1,
1611,image_0543_brightness_L4.jpg,0,0,1,4,1,1,3,4,1,
1612,image_0544_brightness_L3.jpg,0,0,1,3,1,1,2,4,1,
1613,image_0546_brightness_L2.jpg,0,0,1,2,1,1,1,3,2,
1614,image_0546_brightness_L4.jpg,0,0,1,4,1,2,3,4,1,
1615,image_0547_brightness_L2.jpg,0,0,1,2,1,1,1,4,2,
1616,image_0547_brightness_L4.jpg,0,0,1,4,1,2,3,4,1,
1617,image_0557_brightness_L4.jpg,1,0,1,4,1,2,4,4,1,
1618,image_0558_brightness_L1.jpg,0,0,1,2,2,1,1,1,1,
1619,image_0560_brightness_L2.jpg,0,0,1,2,1,2,1,3,1,
1620,image_0561_brightness_L1.jpg,0,0,1,1,2,1,1,1,1,
1621,image_0565_brightness_L2.jpg,0,0,1,2,1,2,1,3,2,
1622,image_0565_brightness_L4.jpg,0,0,1,3,1,2,1,3,1,
1623,image_0566_brightness_L4.jpg,1,0,1,4,1,3,3,4,1,
1624,image_0571_brightness_L2.jpg,0,0,1,2,1,1,2,4,3,
1625,image_0572_brightness_L4.jpg,0,0,1,4,1,3,3,4,1,
1626,image_0574_brightness_L1.jpg,0,1,1,2,1,1,1,3,1,
1627,image_0576_brightness_L4.jpg,0,0,1,4,1,3,2,4,1,
1628,image_0579_brightness_L4.jpg,0,0,1,4,1,3,2,4,1,
1629,image_0580_brightness_L2.jpg,0,0,1,2,1,2,1,1,1,
1630,image_0583_brightness_L1.jpg,0,1,1,2,1,1,1,1,2,
1631,image_0595_brightness_L2.jpg,1,0,1,2,1,1,1,4,1,
1632,image_0595_brightness_L3.jpg,1,0,1,3,1,1,1,4,1,
1633,image_0597_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1634,image_0597_brightness_L4.jpg,0,0,1,4,1,3,1,4,1,
1635,image_0599_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1636,image_0601_brightness_L1.jpg,1,1,1,1,1,1,1,1,1,
1637,image_0602_brightness_L1.jpg,0,1,1,1,1,1,1,1,1,
1638,image_0602_brightness_L2.jpg,0,0,1,2,1,1,1,1,1,
1639,image_0603_brightness_L4.jpg,0,0,1,4,1,2,2,4,1,
1640,image_0604_brightness_L2.jpg,0,0,1,2,1,1,1,1,1,
1641,image_0609_brightness_L1.jpg,0,1,1,1,1,1,1,1,1,
1642,image_0611_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1643,image_0613_brightness_L1.jpg,0,1,1,1,1,1,1,1,1,
1644,image_0623_brightness_L2.jpg,0,0,1,2,1,1,1,1,1,
1645,image_0626_brightness_L4.jpg,0,0,1,4,1,2,1,4,1,
1646,image_0628_brightness_L1.jpg,0,1,1,1,1,1,1,1,1,
1647,image_0633_brightness_L4.jpg,0,0,1,4,1,3,1,4,1,
1648,image_0645_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1649,image_0646_brightness_L4.jpg,1,0,1,4,1,3,3,4,1,
1650,image_0650_brightness_L3.jpg,1,0,1,3,1,1,1,1,1,
1651,image_0652_brightness_L2.jpg,0,0,1,2,1,2,1,3,1,
1652,image_0653_brightness_L2.jpg,0,0,1,1,1,1,1,1,1,
1653,image_0653_brightness_L4.jpg,0,0,1,4,1,3,3,4,1,
1654,image_0657_brightness_L1.jpg,0,1,1,1,1,1,1,1,1,
1655,image_0663_brightness_L3.jpg,0,0,1,3,1,1,1,2,1,
1656,image_0666_brightness_L4.jpg,0,0,1,4,1,2,3,4,1,
1657,image_0676_brightness_L2.jpg,0,0,1,2,1,1,1,1,1,
1658,image_0677_brightness_L1.jpg,0,1,1,1,1,1,1,1,1,
1659,image_0682_brightness_L4.jpg,1,0,1,4,1,2,4,4,1,
1660,image_0683_brightness_L1.jpg,0,1,1,1,1,1,1,1,1,
1661,image_0688_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1662,image_0692_brightness_L4.jpg,0,0,1,4,1,3,3,4,1,
1663,image_0694_brightness_L1.jpg,0,1,1,1,1,1,1,1,1,
1664,image_0697_brightness_L2.jpg,0,0,1,2,1,1,1,4,1,
1665,image_0700_brightness_L1.jpg,0,1,1,1,1,1,1,1,1,
1666,image_0704_brightness_L1.jpg,0,1,1,1,1,1,1,1,1,
1667,image_0705_brightness_L4.jpg,0,0,1,4,1,2,3,4,1,
1668,image_0710_brightness_L4.jpg,0,0,1,4,1,2,1,3,1,
1669,image_0713_brightness_L2.jpg,0,0,1,2,1,1,1,2,1,
1670,image_0713_brightness_L4.jpg,0,0,1,4,1,3,2,4,1,
1671,image_0714_brightness_L2.jpg,1,0,1,1,1,1,1,1,1,
1672,image_0715_brightness_L4.jpg,1,0,1,4,1,2,4,4,1,
1673,image_0716_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1674,image_0717_brightness_L3.jpg,0,0,1,3,1,1,1,2,1,
1675,image_0719_brightness_L3.jpg,1,0,1,3,1,1,1,1,1,
1676,image_0721_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1677,image_0733_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1678,image_0735_brightness_L4.jpg,0,0,1,4,1,2,1,4,1,
1679,image_0736_brightness_L1.jpg,0,1,1,1,1,1,1,1,1,
1680,image_0736_brightness_L4.jpg,0,0,1,4,1,3,2,4,1,
1681,image_0737_brightness_L4.jpg,0,0,1,4,1,2,1,3,1,
1682,image_0738_brightness_L1.jpg,0,1,1,1,1,1,1,1,1,
1683,image_0738_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1684,image_0739_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1685,image_0741_brightness_L1.jpg,0,1,1,1,1,1,1,4,1,
1686,image_0741_brightness_L2.jpg,0,0,1,2,1,1,1,4,1,
1687,image_0743_brightness_L3.jpg,0,0,1,3,1,1,2,4,1,
1688,image_0744_brightness_L4.jpg,0,0,1,4,1,2,4,4,1,
1689,image_0751_brightness_L4.jpg,0,0,1,4,1,2,1,3,1,
1690,image_0752_brightness_L3.jpg,0,0,1,3,1,1,1,4,1,
1691,image_0759_brightness_L4.jpg,0,0,1,4,1,2,1,2,1,
1692,image_0760_brightness_L2.jpg,0,0,1,2,1,1,1,1,1,
1693,image_0762_brightness_L1.jpg,0,1,1,1,1,1,1,1,1,
1694,image_0763_brightness_L1.jpg,0,1,1,1,1,1,1,1,1,
1695,image_0763_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1696,image_0763_brightness_L4.jpg,0,0,1,4,1,2,1,3,1,
1697,image_0767_brightness_L1.jpg,0,1,1,1,1,1,1,1,1,
1698,image_0770_brightness_L2.jpg,0,0,1,2,1,1,1,1,1,
1699,image_0773_brightness_L1.jpg,0,1,1,1,1,1,1,1,1,
1700,image_0774_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1701,image_0776_brightness_L1.jpg,0,1,1,1,1,1,1,1,1,
1702,image_0776_brightness_L2.jpg,0,0,1,2,1,1,1,1,1,
1703,image_0778_brightness_L1.jpg,0,1,1,1,1,1,1,1,1,
1704,image_0779_brightness_L2.jpg,0,0,1,2,1,1,1,1,1,
1705,image_0781_brightness_L1.jpg,0,1,1,1,1,1,1,1,1,
1706,image_0781_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1707,image_0781_brightness_L4.jpg,0,0,1,4,1,3,2,4,1,
1708,image_0783_brightness_L3.jpg,0,0,1,3,1,1,1,2,1,
1709,image_0786_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1710,image_0787_brightness_L4.jpg,0,0,1,4,1,3,1,4,1,
1711,image_0788_brightness_L1.jpg,0,1,1,1,1,1,1,1,1,
1712,image_0789_brightness_L1.jpg,0,1,1,1,1,1,1,1,1,
1713,image_0790_brightness_L4.jpg,0,0,1,4,1,2,1,2,1,
1714,image_0791_brightness_L4.jpg,0,0,1,4,1,2,1,2,1,
1715,image_0792_brightness_L4.jpg,0,0,1,4,1,2,1,2,1,
1716,image_0794_brightness_L2.jpg,0,0,1,2,1,1,1,1,1,
1717,image_0798_brightness_L2.jpg,0,0,1,2,1,1,1,1,1,
1718,image_0802_brightness_L1.jpg,0,1,1,1,1,1,1,1,1,
1719,image_0802_brightness_L2.jpg,0,0,1,2,1,1,1,1,2,
1720,image_0808_brightness_L3.jpg,0,0,1,3,1,1,1,2,1,
1721,image_0809_brightness_L2.jpg,0,0,1,2,1,1,1,3,1,
1722,image_0811_brightness_L1.jpg,0,1,1,1,1,1,1,2,1,
1723,image_0812_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1724,image_0813_brightness_L2.jpg,0,0,1,2,1,1,1,1,1,
1725,image_0816_brightness_L4.jpg,0,0,1,4,1,3,1,4,1,
1726,image_0818_brightness_L1.jpg,0,1,1,1,1,1,1,1,1,
1727,image_0829_brightness_L4.jpg,0,0,1,4,1,2,1,3,1,
1728,image_0833_brightness_L2.jpg,0,0,1,2,1,1,1,1,1,
1729,image_0833_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1730,image_0833_brightness_L4.jpg,0,0,1,4,1,2,1,2,1,
1731,image_0834_brightness_L1.jpg,0,1,1,2,1,1,1,1,1,
1732,image_0835_brightness_L2.jpg,0,0,1,2,1,1,1,2,1,
1733,image_0837_brightness_L1.jpg,0,1,1,1,1,1,1,1,1,
1734,image_0839_brightness_L1.jpg,0,1,1,1,1,1,1,1,1,
1735,image_0844_brightness_L1.jpg,0,1,1,1,1,1,1,1,1,
1736,image_0848_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1737,image_0852_brightness_L4.jpg,0,0,1,4,1,2,1,1,1,
1738,image_0856_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1739,image_0859_brightness_L1.jpg,0,1,1,2,1,1,1,1,1,
1740,image_0860_brightness_L2.jpg,0,0,1,2,1,1,1,1,1,
1741,image_0864_brightness_L2.jpg,0,0,1,2,1,1,1,1,1,
1742,image_0865_brightness_L2.jpg,0,0,1,2,1,1,1,1,1,
1743,image_0870_brightness_L1.jpg,0,1,1,2,1,1,1,1,1,
1744,image_0878_brightness_L2.jpg,0,0,1,2,1,1,1,1,1,
1745,image_0878_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1746,image_0880_brightness_L2.jpg,0,0,1,2,1,1,1,1,1,
1747,image_0880_brightness_L4.jpg,0,0,1,4,1,3,1,4,1,
1748,image_0881_brightness_L4.jpg,0,0,1,4,1,3,1,4,1,
1749,image_0883_brightness_L2.jpg,0,0,1,2,1,1,1,2,1,
1750,image_0889_brightness_L2.jpg,0,0,1,2,1,1,1,4,1,
1751,image_0894_brightness_L2.jpg,0,0,1,2,1,1,1,1,1,
1752,image_0895_brightness_L3.jpg,0,0,1,3,1,1,1,2,1,
1753,image_0899_brightness_L2.jpg,0,0,1,2,1,1,1,1,1,
1754,image_0902_brightness_L4.jpg,0,0,1,4,1,2,1,3,1,
1755,image_0903_brightness_L2.jpg,0,0,1,2,1,1,1,1,1,
1756,image_0903_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1757,image_0903_brightness_L4.jpg,0,0,1,4,1,3,1,4,1,
1758,image_0905_brightness_L1.jpg,0,1,1,1,1,1,1,1,1,
1759,image_0905_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1760,image_0905_brightness_L4.jpg,0,0,1,4,1,2,1,2,1,
1761,image_0906_brightness_L1.jpg,0,1,1,1,1,1,1,1,1,
1762,image_0911_brightness_L3.jpg,1,0,1,3,1,1,1,1,1,
1763,image_0911_brightness_L4.jpg,1,0,1,4,1,3,1,2,1,
1764,image_0915_brightness_L4.jpg,1,0,1,4,1,3,1,4,1,
1765,image_0916_brightness_L1.jpg,0,1,1,1,2,1,1,1,1,
1766,image_0917_brightness_L4.jpg,0,0,1,4,1,2,1,2,1,
1767,image_0918_brightness_L1.jpg,0,0,1,1,1,1,1,1,1,
1768,image_0922_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1769,image_0923_brightness_L1.jpg,1,1,1,1,1,1,1,1,1,
1770,image_0924_brightness_L2.jpg,1,0,1,2,1,1,1,1,1,
1771,image_0927_brightness_L2.jpg,1,0,1,2,1,1,1,4,1,
1772,image_0927_brightness_L4.jpg,1,0,1,4,1,2,4,4,1,
1773,image_0928_brightness_L2.jpg,1,0,1,2,1,1,1,2,1,
1774,image_0928_brightness_L4.jpg,1,0,1,4,1,2,3,4,1,
1775,image_0929_brightness_L1.jpg,0,1,1,1,1,1,1,1,1,
1776,image_0931_brightness_L4.jpg,0,0,1,4,1,2,3,4,1,
1777,image_0932_brightness_L4.jpg,0,0,1,4,1,3,1,4,1,
1778,image_0934_brightness_L2.jpg,0,0,1,2,1,1,1,1,1,
1779,image_0940_brightness_L3.jpg,1,0,1,3,1,1,1,2,1,
1780,image_0941_brightness_L4.jpg,0,0,1,4,1,3,1,4,1,
1781,image_0949_brightness_L3.jpg,0,0,1,3,1,1,1,2,1,
1782,image_0953_brightness_L1.jpg,0,1,1,1,1,1,1,1,1,
1783,image_0956_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1784,image_0962_brightness_L2.jpg,0,0,1,2,1,1,1,1,1,
1785,image_0963_brightness_L1.jpg,0,1,1,1,1,1,1,1,1,
1786,image_0965_brightness_L1.jpg,1,0,1,1,1,1,1,1,1,
1787,image_0971_brightness_L4.jpg,0,0,1,4,1,2,1,2,1,
1788,image_0973_brightness_L4.jpg,1,0,1,4,1,2,1,2,1,
1789,image_0975_brightness_L2.jpg,0,0,1,2,1,1,1,1,2,
1790,image_0978_brightness_L1.jpg,0,1,1,1,1,1,1,1,1,
1791,image_0978_brightness_L3.jpg,0,0,1,3,1,1,1,1,1,
1792,image_0992_brightness_L2.jpg,1,0,1,2,1,1,1,1,3,
1793,image_0004_compression_L1.jpg,1,1,1,1,1,1,1,1,1,
1794,image_0014_compression_L1.jpg,1,1,1,1,1,1,1,1,1,
1795,image_0014_compression_L2.jpg,1,0,1,1,1,1,2,1,1,
1796,image_0014_compression_L4.jpg,1,0,1,1,1,1,4,1,1,
1797,image_0020_compression_L4.jpg,0,0,1,1,1,1,4,1,1,
1798,image_0021_compression_L1.jpg,0,1,1,1,1,1,1,1,1,
1799,image_0023_compression_L1.jpg,0,1,1,1,1,1,1,1,1,
1800,image_0029_compression_L3.jpg,1,0,1,1,1,1,3,2,1,
1801,image_0032_compression_L1.jpg,0,0,1,3,1,1,2,1,1,
1802,image_0035_compression_L2.jpg,0,0,1,1,1,1,2,1,1,
1803,image_0037_compression_L2.jpg,1,0,1,1,1,1,1,1,1,
1804,image_0038_compression_L3.jpg,0,0,1,1,1,1,3,1,1,
1805,image_0042_compression_L3.jpg,0,0,1,1,1,1,2,1,1,
1806,image_0043_compression_L4.jpg,0,0,1,1,1,1,4,1,1,
1807,image_0052_compression_L2.jpg,1,0,1,3,1,1,2,1,1,
1808,image_0052_compression_L3.jpg,1,0,1,3,1,1,3,1,1,
1809,image_0054_compression_L2.jpg,0,0,1,1,1,1,2,1,1,
1810,image_0054_compression_L4.jpg,0,0,1,1,1,1,4,1,1,
1811,image_0055_compression_L1.jpg,0,1,1,1,1,1,1,1,1,
1812,image_0055_compression_L4.jpg,0,0,1,1,1,1,4,1,1,
1813,image_0060_compression_L4.jpg,0,0,1,1,1,1,4,1,1,
1814,image_0061_compression_L2.jpg,0,0,1,1,1,1,1,1,1,
1815,image_0065_compression_L3.jpg,0,0,1,1,1,1,3,1,1,
1816,image_0066_compression_L1.jpg,0,1,1,1,1,1,1,1,1,
1817,image_0069_compression_L2.jpg,0,0,1,1,1,1,2,1,1,
1818,image_0070_compression_L1.jpg,0,1,1,1,1,1,1,1,1,
1819,image_0081_compression_L3.jpg,0,0,1,1,1,1,2,1,1,
1820,image_0082_compression_L2.jpg,0,0,1,1,1,1,1,1,1,
1821,image_0082_compression_L3.jpg,0,0,1,1,1,1,2,1,1,
1822,image_0085_compression_L2.jpg,0,0,1,1,1,1,2,1,1,
1823,image_0085_compression_L3.jpg,0,0,1,1,1,1,3,1,1,
1824,image_0091_compression_L4.jpg,0,0,1,1,1,1,4,1,1,
1825,image_0093_compression_L4.jpg,0,0,1,1,1,1,4,1,1,
1826,image_0094_compression_L2.jpg,0,0,1,1,1,1,2,1,1,
1827,image_0097_compression_L1.jpg,0,1,1,1,1,1,1,1,1,
1828,image_0103_compression_L1.jpg,0,0,1,1,1,1,2,1,1,
