Image_Num,Name,Visibility,Quality,Blur,Brightness,Noise,Contrast,Compression,Sharpness,Exposure,Equal_Weight_Score,Correlation_Weight_Score,RandomForest_Weight_Score,BRISQUE_Score,NIQE_Score,PIQE_Score
477,image_0477.jpg,0,1,1,1,2,1,1,1,1,1.142857143,1.064502456,1.1641089,43.4581819819599,6.01125666038972,34.3911745168024
478,image_0478.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4581819849142,5.13025832799352,26.9125906530928
479,image_0479.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4581819815752,5.87400290421131,26.7130097942703
480,image_0480.jpg,0,1,1,1,2,1,1,1,1,1.142857143,1.064502456,1.1641089,43.4581819815666,5.96005787421269,32.7541829539013
481,image_0481.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4581819893389,4.84535656422103,28.800873201598
482,image_0482.jpg,1,1,1,1,1,1,1,1,1,1,1,1,43.4574239975313,3.76220921770604,19.0777463207058
483,image_0483.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4581819815707,6.61001038537376,30.3948887644709
484,image_0484.jpg,0,1,1,1,2,1,1,1,1,1.142857143,1.064502456,1.1641089,43.4581819815664,9.27403953483693,34.7649259966364
485,image_0485.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4581819815664,11.1151045642416,32.9650843774551
486,image_0486.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4581819815664,9.58169649235307,31.7382092520445
487,image_0487.jpg,0,1,1,1,2,1,1,1,1,1.142857143,1.064502456,1.1641089,43.4581819889439,5.30602241944684,31.5469112341596
488,image_0488.jpg,1,0,1,1,1,1,1,1,1,1,1,1,39.4447069399536,3.6346165230203,16.0758341083785
489,image_0489.jpg,1,1,1,1,1,1,1,1,1,1,1,1,42.6628793839968,3.36911133070547,23.7215985985208
490,image_0490.jpg,1,1,1,1,1,1,1,1,1,1,1,1,42.9107705429559,3.39166819126216,23.1841111261649
491,image_0491.jpg,1,1,1,1,1,1,1,1,1,1,1,1,42.9939258125415,3.3774873124219,23.5778943843772
492,image_0492.jpg,1,1,1,1,1,1,1,2,1,1.142857143,1.176311122,1.147511786,38.4273351554685,4.27337805721383,18.0779593195168
493,image_0493.jpg,0,0,1,1,1,1,1,1,1,1,1,1,43.3208143312243,4.09594226822326,23.0529744790665
494,image_0494.jpg,0,0,1,1,1,1,1,1,1,1,1,1,43.3889526193098,3.93501361749746,23.5794468729881
495,image_0495.jpg,0,0,1,1,1,1,1,1,1,1,1,1,43.2777293218737,3.81836028654449,20.5420250955524
496,image_0496.jpg,0,0,1,1,1,1,1,1,1,1,1,1,43.3810688641221,4.11727118742137,24.2798571700808
497,image_0497.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.441338698046,4.43432945911688,21.8018834362931
498,image_0498.jpg,0,0,1,1,1,1,1,1,1,1,1,1,43.4581649587232,4.24494490644416,24.3164301991191
499,image_0499.jpg,0,0,1,1,1,1,1,1,1,1,1,1,41.6728553896763,4.09541869535356,22.6633785363611
500,image_0500.jpg,1,0,1,1,1,1,1,1,1,1,1,1,43.3745084358581,3.89856545123145,24.8195827551938
501,image_0501.jpg,0,1,1,1,1,1,1,1,1,1,1,1,39.6967865443031,3.2143744358418,28.8782964424792
502,image_0502.jpg,0,1,1,1,1,1,1,3,1,1.285714286,1.352622243,1.295023571,10.9651708096702,3.15502705928691,10.0506050231589
503,image_0503.jpg,0,1,1,1,1,1,1,3,1,1.285714286,1.352622243,1.295023571,9.883762466895,3.12433532147474,10.4145832039511
504,image_0504.jpg,0,1,1,1,1,1,1,1,1,1,1,1,36.6318157621595,3.04760827226558,25.5832898444065
505,image_0505.jpg,0,0,1,1,1,1,1,1,1,1,1,1,40.4853010711965,2.96325941207093,31.563273576822
506,image_0506.jpg,0,0,1,1,1,1,1,2,1,1.142857143,1.176311122,1.147511786,12.676050305666,3.28417801771685,11.9929841826829
507,image_0507.jpg,0,0,1,1,1,1,1,3,1,1.285714286,1.352622243,1.295023571,7.31430743515531,2.92526129615973,11.3630729148696
508,image_0508.jpg,0,0,1,1,1,1,1,1,1,1,1,1,20.9688776266086,2.77848501084322,28.0247328924068
509,image_0509.jpg,0,1,1,1,1,1,1,1,1,1,1,1,22.4875064844906,2.76654001279538,25.4233249109001
510,image_0510.jpg,0,1,1,1,1,1,1,1,1,1,1,1,30.7900581239017,2.64788358883653,27.3464919827005
511,image_0511.jpg,0,0,1,1,1,1,1,1,1,1,1,1,43.3908113491995,3.31712181716265,30.0519363198905
512,image_0512.jpg,0,0,1,1,1,1,1,2,1,1.142857143,1.176311122,1.147511786,15.6037660722557,3.40129673467084,12.2655011040273
513,image_0513.jpg,1,1,1,1,1,1,1,2,1,1.142857143,1.176311122,1.147511786,43.4550744285678,4.51610988072304,22.5410620690418
514,image_0514.jpg,1,1,1,1,1,1,1,4,1,1.428571429,1.528933365,1.442535357,36.5152618494343,4.14207381013537,14.7705238225577
515,image_0515.jpg,1,1,1,1,1,1,1,3,1,1.285714286,1.352622243,1.295023571,15.1908344445191,3.42823944783987,16.4346768534006
516,image_0516.jpg,1,1,1,1,1,1,1,3,1,1.285714286,1.352622243,1.295023571,21.4270602805124,3.65938695456909,19.1859197643569
517,image_0517.jpg,1,1,1,1,1,1,1,2,2,1.285714286,1.332879493,1.28288465,35.4640379213982,3.50809804051665,25.0142645421356
518,image_0518.jpg,1,1,1,2,1,1,1,2,2,1.428571429,1.457651719,1.448441498,37.29674691645,3.84020594451313,22.9771680939016
519,image_0519.jpg,1,0,1,1,1,1,1,4,1,1.428571429,1.528933365,1.442535357,18.755994538759,3.85565249796007,15.7028233494701
520,image_0520.jpg,0,0,1,1,1,1,1,4,2,1.571428571,1.685501736,1.577908221,15.8944491646427,3.50211307848868,15.9130592406444
521,image_0521.jpg,0,1,1,1,1,1,1,4,1,1.428571429,1.528933365,1.442535357,20.0558638895625,3.84555298291647,13.4972030494741
522,image_0522.jpg,0,1,1,1,1,1,1,4,1,1.428571429,1.528933365,1.442535357,18.1307377926314,4.12108409817206,14.2615973862569
523,image_0523.jpg,0,1,1,1,1,1,1,4,1,1.428571429,1.528933365,1.442535357,31.0358580925249,4.36130552383124,12.6283979390587
524,image_0524.jpg,0,1,1,1,1,1,1,2,1,1.142857143,1.176311122,1.147511786,42.6130525116382,4.37390456326388,15.4375242320217
525,image_0525.jpg,0,1,1,1,1,1,1,1,1,1,1,1,40.6062470208969,3.53028357225572,18.2640487936068
526,image_0526.jpg,0,1,1,1,1,1,1,1,1,1,1,1,42.6068528524507,3.97842464353355,16.8603278748208
527,image_0527.jpg,0,1,1,1,1,1,1,1,1,1,1,1,42.6301491060265,3.50289151696201,20.0406249980982
528,image_0528.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.1191875294936,3.8317610583185,20.7236289872764
529,image_0529.jpg,0,1,1,1,1,1,1,1,1,1,1,1,42.1807460816051,3.8140933096755,20.1089473173284
530,image_0530.jpg,1,1,1,1,1,1,1,4,1,1.428571429,1.528933365,1.442535357,21.355880779187,4.48739838448877,12.3070055254592
531,image_0531.jpg,1,1,1,1,1,1,1,4,1,1.428571429,1.528933365,1.442535357,32.3677220368258,4.36993237997083,13.9353964875197
532,image_0532.jpg,1,1,1,1,1,1,1,4,1,1.428571429,1.528933365,1.442535357,24.2518084036837,4.34357086239783,14.1182210789389
533,image_0533.jpg,1,1,1,1,1,1,1,4,1,1.428571429,1.528933365,1.442535357,26.7344222516096,4.3787937927846,13.359499065266
534,image_0534.jpg,1,1,1,1,1,1,1,4,1,1.428571429,1.528933365,1.442535357,27.3762202610708,4.39496015861811,13.709415682838
535,image_0535.jpg,0,0,1,1,1,1,1,4,2,1.571428571,1.685501736,1.577908221,15.1625200816868,3.74497866654965,14.8631902169159
536,image_0536.jpg,0,0,1,1,1,1,2,4,1,1.571428571,1.703137227,1.63588894,22.1249491961184,4.16642056629263,13.5156678691264
537,image_0537.jpg,0,1,1,2,1,1,2,4,3,2,2.141046196,2.072191517,31.2835857373974,9.27780808393369,19.441259841586
538,image_0538.jpg,0,0,1,1,1,1,2,4,1,1.571428571,1.703137227,1.63588894,20.6578302029747,4.24128142753948,12.3651808337149
539,image_0539.jpg,0,1,1,1,1,1,1,4,1,1.428571429,1.528933365,1.442535357,15.9317662355497,4.18028117842517,12.0563457280297
540,image_0540.jpg,0,0,1,1,1,1,2,4,1,1.571428571,1.703137227,1.63588894,20.1964855533571,4.18407071948404,11.1778579273466
541,image_0541.jpg,1,0,1,1,1,1,2,4,2,1.714285714,1.859705598,1.771261804,11.5611967017701,3.84984550947322,13.1410838282412
542,image_0542.jpg,0,1,1,1,1,1,1,4,1,1.428571429,1.528933365,1.442535357,29.5402641503238,3.77854193608804,15.4824391485109
543,image_0543.jpg,0,1,1,1,1,1,1,2,1,1.142857143,1.176311122,1.147511786,42.0127584948886,4.29742574059483,41.6356434710437
544,image_0544.jpg,0,1,1,1,1,1,2,3,1,1.428571429,1.526826105,1.488377154,44.8907546313713,4.87060964814925,44.3631276802022
545,image_0545.jpg,0,1,1,1,1,1,1,3,1,1.285714286,1.352622243,1.295023571,35.3734044114846,4.03506344310782,35.4926636234815
546,image_0546.jpg,0,1,1,1,1,1,1,4,1,1.428571429,1.528933365,1.442535357,23.987956895987,4.1374457272494,14.4537187434418
547,image_0547.jpg,0,1,1,1,1,1,1,4,1,1.428571429,1.528933365,1.442535357,23.5753412404974,3.98438612616024,15.0355887337058
548,image_0548.jpg,0,1,1,1,1,1,1,3,1,1.285714286,1.352622243,1.295023571,24.024271035844,3.85920243930611,16.1367148606629
549,image_0549.jpg,0,1,1,1,1,1,1,3,1,1.285714286,1.352622243,1.295023571,28.9127313226866,3.8884324518878,15.6571681295679
550,image_0550.jpg,0,1,1,1,1,1,1,3,1,1.285714286,1.352622243,1.295023571,34.2538449648145,3.71814169571886,16.1560599234108
551,image_0551.jpg,1,1,1,1,1,1,1,4,1,1.428571429,1.528933365,1.442535357,33.5803109154749,4.52764788689459,13.9495486965623
552,image_0552.jpg,1,1,1,1,1,1,1,3,1,1.285714286,1.352622243,1.295023571,43.3991708249636,5.23288021271169,27.7888025319281
553,image_0553.jpg,1,0,1,1,1,2,1,4,1,1.571428571,1.699756482,1.575509094,4.79888238722717,2.32394349405293,18.5853913609015
554,image_0554.jpg,1,0,1,1,1,2,1,4,1,1.571428571,1.699756482,1.575509094,6.72615803672037,2.39910084658103,19.6422086700522
555,image_0555.jpg,1,0,1,1,1,1,1,4,1,1.428571429,1.528933365,1.442535357,3.31556192612838,2.31674537491045,18.9013655719579
556,image_0556.jpg,1,0,1,1,1,1,1,4,1,1.428571429,1.528933365,1.442535357,2.3678563194586,2.28420669065631,18.9554384203658
557,image_0557.jpg,1,0,1,2,1,1,3,4,1,1.857142857,2.002113315,1.994799371,32.2039998724143,2.49917843745347,28.0847439488843
558,image_0558.jpg,0,0,1,1,2,1,1,1,1,1.142857143,1.064502456,1.1641089,43.4586897979275,5.76374224067673,46.6910773047987
559,image_0559.jpg,0,0,1,1,1,1,1,1,1,1,1,1,43.4581819815664,5.60912229622223,18.8242565841165
560,image_0560.jpg,0,0,1,1,1,1,1,2,1,1.142857143,1.176311122,1.147511786,9.34898532062815,2.97663070413234,12.8502936710597
561,image_0561.jpg,0,0,1,1,2,1,1,1,1,1.142857143,1.064502456,1.1641089,43.4581962840113,5.9143909252143,40.2534005474784
562,image_0562.jpg,0,0,1,1,2,1,1,1,1,1.142857143,1.064502456,1.1641089,43.458189804945,3.79910452588013,39.9487226089776
563,image_0563.jpg,0,0,1,1,1,1,1,1,1,1,1,1,37.9518339247133,2.95676455163424,14.4138023652357
564,image_0564.jpg,0,0,1,1,1,1,1,3,1,1.285714286,1.352622243,1.295023571,4.50223354431914,2.88469352169475,13.7074343346725
565,image_0565.jpg,0,1,1,2,1,1,1,1,1,1.142857143,1.124772226,1.165556848,43.4582095363557,7.1391599810971,37.3301968222881
566,image_0566.jpg,1,1,1,1,1,1,1,4,1,1.428571429,1.528933365,1.442535357,11.2809880845986,3.14068627831788,9.7069671544808
567,image_0567.jpg,1,1,1,1,1,1,1,4,1,1.428571429,1.528933365,1.442535357,6.95869967107482,3.15535488850964,10.917224568059
568,image_0568.jpg,0,1,1,1,1,1,1,1,1,1,1,1,33.7607442114692,3.01273657787779,24.0035818664209
569,image_0569.jpg,0,1,1,1,1,1,1,2,1,1.142857143,1.176311122,1.147511786,12.7032284880171,2.80242309336427,21.4454136557667
570,image_0570.jpg,0,1,1,1,1,1,1,2,1,1.142857143,1.176311122,1.147511786,18.3803604735366,2.79043959446622,22.2417282749192
571,image_0571.jpg,0,0,1,1,1,1,1,4,1,1.428571429,1.528933365,1.442535357,20.2515251915512,2.89728173108263,9.35053289880261
572,image_0572.jpg,0,0,1,1,1,1,1,4,1,1.428571429,1.528933365,1.442535357,7.81900281561678,2.85933595738148,7.18081365852907
573,image_0573.jpg,0,0,1,1,1,1,1,4,1,1.428571429,1.528933365,1.442535357,8.58832664480738,2.90302740383421,10.1190842766174
574,image_0574.jpg,0,1,1,1,1,1,1,4,1,1.428571429,1.528933365,1.442535357,28.3373971268646,2.69104275980736,16.8669904202677
575,image_0575.jpg,0,1,1,1,1,1,1,2,1,1.142857143,1.176311122,1.147511786,9.25762056132599,2.73109013225252,23.448743546699
576,image_0576.jpg,0,1,1,1,1,1,1,2,1,1.142857143,1.176311122,1.147511786,10.8588233610466,2.70482262327046,24.1935299773173
577,image_0577.jpg,0,0,1,1,1,1,1,4,1,1.428571429,1.528933365,1.442535357,19.8930470977903,2.96668713450768,8.2382919050204
578,image_0578.jpg,0,1,1,1,1,1,1,3,1,1.285714286,1.352622243,1.295023571,22.9246597230804,2.91973334494183,23.2882812553399
579,image_0579.jpg,0,1,1,1,1,1,1,2,1,1.142857143,1.176311122,1.147511786,20.246702303938,2.63203219916855,22.3930155621566
580,image_0580.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.459703293087,3.68297997189978,24.8871544247333
581,image_0581.jpg,0,0,1,2,1,1,2,4,1,1.714285714,1.827909453,1.801445788,10.6067342815785,2.85516255931276,19.5632026638049
582,image_0582.jpg,1,0,1,2,1,1,1,3,1,1.428571429,1.477394469,1.46058042,21.7433849128846,3.08060570081422,22.4602268988789
583,image_0583.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4581842795378,4.38251562456536,29.9082305800281
584,image_0584.jpg,0,1,1,1,1,1,1,1,1,1,1,1,42.6358065883504,2.64602580778999,29.1509615386003
585,image_0585.jpg,1,0,1,2,1,1,2,4,1,1.714285714,1.827909453,1.801445788,15.9137710784785,2.37349984862912,20.9071341850085
586,image_0586.jpg,0,1,1,1,1,1,1,3,1,1.285714286,1.352622243,1.295023571,44.8764259192507,2.90120167085772,12.6010776160976
587,image_0587.jpg,0,1,1,1,1,1,1,3,1,1.285714286,1.352622243,1.295023571,43.5903721473362,2.97180480780294,12.1113980454092
588,image_0588.jpg,0,0,1,1,1,2,1,1,1,1.142857143,1.170823117,1.132973737,37.3678103065879,2.80396476063709,30.4290352325102
589,image_0589.jpg,0,1,1,1,1,1,1,1,1,1,1,1,39.896545672412,2.70744511391136,30.0018448062856
590,image_0590.jpg,1,0,1,2,1,2,1,3,1,1.571428571,1.648217586,1.593554157,5.69500960154929,2.87346476112593,11.8189301847904
591,image_0591.jpg,0,1,1,1,1,1,1,1,1,1,1,1,39.1063743783075,3.27260900871118,27.17193098992
592,image_0592.jpg,1,1,1,1,1,1,1,3,1,1.285714286,1.352622243,1.295023571,16.4465480362299,2.83559434477228,11.9872967107552
593,image_0593.jpg,0,1,1,1,1,1,1,3,1,1.285714286,1.352622243,1.295023571,41.946562151127,3.22957041058689,11.8454775106829
594,image_0594.jpg,1,0,1,1,1,1,1,1,1,1,1,1,40.8999429752501,2.56013997964218,29.0720243039131
595,image_0595.jpg,1,0,1,1,1,1,1,4,1,1.428571429,1.528933365,1.442535357,13.7110453988728,2.6479406759194,10.9501221329535
596,image_0596.jpg,0,0,1,1,1,1,1,1,1,1,1,1,42.106650900949,2.76616800328487,30.3344689034263
597,image_0597.jpg,0,0,1,1,1,1,1,1,1,1,1,1,41.9976195871033,3.89658606606619,12.5341295219474
598,image_0598.jpg,1,1,1,1,1,1,1,1,1,1,1,1,43.4581819862711,5.55571250956493,25.5425212862364
599,image_0599.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4581819815664,6.64181054910791,26.4200004089823
600,image_0600.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4581819815664,7.43267851249268,26.7720179945937
601,image_0601.jpg,1,1,1,1,1,1,1,1,1,1,1,1,43.4581821279785,5.52232080517946,29.1372930969741
602,image_0602.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4581819815664,7.32050034588006,27.3822339052075
603,image_0603.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4581819782079,4.9017178764843,25.7035195479907
604,image_0604.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4581819815664,6.59881359124758,21.7217963003461
605,image_0605.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4581819815664,5.40360424633493,27.1872473586257
606,image_0606.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4581819817287,5.68209615537172,24.518896109635
607,image_0607.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4581649462103,5.4677213158881,17.668636374505
608,image_0608.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4581496140448,5.76594154478049,40.0239080457605
609,image_0609.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4581819815664,5.61851572356231,29.4133244709535
610,image_0610.jpg,0,1,1,1,1,1,1,1,1,1,1,1,36.004678988696,4.26403542466873,31.4511221002837
611,image_0611.jpg,0,1,1,1,1,1,1,1,1,1,1,1,29.0534101690163,3.30695360258213,33.7551804776267
612,image_0612.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4581819815664,6.68812756123307,33.0564781475277
613,image_0613.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4581819815664,8.04860505519411,38.9701374366561
614,image_0614.jpg,0,1,1,1,1,1,1,1,1,1,1,1,39.4620818360526,3.54042307502911,17.7292179053341
615,image_0615.jpg,1,1,1,1,1,1,1,1,1,1,1,1,43.4581828105997,4.3861937260877,18.1814194494441
616,image_0616.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4581819815664,7.67682758884253,26.4712977803345
617,image_0617.jpg,1,1,1,1,1,1,1,1,1,1,1,1,41.934989766737,3.58294311177227,16.7937411609421
618,image_0618.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4581820179097,5.50305272205749,24.8074740375033
619,image_0619.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4580070505791,4.06056203713539,22.1688050119356
620,image_0620.jpg,1,1,1,1,1,1,1,1,1,1,1,1,36.3260172080289,3.42586719180173,18.3889553733033
621,image_0621.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4581819815664,6.25218384297706,24.3227028567726
622,image_0622.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4581819815665,5.40867868310876,20.8321408425787
623,image_0623.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.458181981568,5.27373560148228,19.5613054017151
624,image_0624.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4581819815684,5.25668214687157,19.0811501568455
625,image_0625.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4581819815664,6.74624983031918,25.6967653280465
626,image_0626.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4581822518253,5.55614693174537,28.9358977831687
627,image_0627.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4581822878019,4.85745760594086,26.5168195216323
628,image_0628.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.453739608962,4.39353572294847,21.9013475788204
629,image_0629.jpg,0,1,1,1,1,1,1,2,1,1.142857143,1.176311122,1.147511786,43.4437822089896,4.81542893913869,16.5703515369269
630,image_0630.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.458181981567,4.65068063492923,23.2262807149879
631,image_0631.jpg,0,0,1,1,1,1,1,4,1,1.428571429,1.528933365,1.442535357,19.6855788647646,4.80471236758253,13.1863869608367
632,image_0632.jpg,0,1,1,1,1,1,1,3,1,1.285714286,1.352622243,1.295023571,42.2198785268022,4.74853674608247,15.5514397479361
633,image_0633.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4581819815664,5.38492376176362,19.2942857754489
634,image_0634.jpg,1,1,1,1,1,1,1,1,1,1,1,1,43.4581825947347,3.71333986078385,19.3404036614034
635,image_0635.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4581820884707,4.43011845139986,16.8025936377174
636,image_0636.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4581819815852,5.11288042857755,21.4383535592188
637,image_0637.jpg,0,1,1,1,1,1,1,2,1,1.142857143,1.176311122,1.147511786,43.4581729864983,4.98863321863377,18.0689506162627
638,image_0638.jpg,0,1,1,1,1,1,1,2,1,1.142857143,1.176311122,1.147511786,43.3173239235263,4.65926785666832,17.9565861256688
639,image_0639.jpg,0,1,1,1,1,1,1,3,1,1.285714286,1.352622243,1.295023571,43.4291341545665,4.9453250650148,19.8589166084305
640,image_0640.jpg,0,1,1,1,1,1,1,1,1,1,1,1,36.1264614360518,3.67774782082867,16.9939988837035
641,image_0641.jpg,1,0,1,3,1,1,1,1,1,1.285714286,1.249544452,1.331113697,27.9117170667465,3.2809798068876,16.3807699325722
642,image_0642.jpg,1,1,1,1,1,1,1,1,1,1,1,1,43.4581391516752,3.53366288436737,25.6928986762783
643,image_0643.jpg,1,1,1,1,1,1,1,1,1,1,1,1,14.204124312892,2.99256642019405,22.835012322175
644,image_0644.jpg,1,1,1,1,1,1,1,1,1,1,1,1,43.3219930306177,3.78601955429302,20.0767344511361
645,image_0645.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4581819815664,5.3611078097789,25.5877708813884
646,image_0646.jpg,1,1,1,3,1,1,1,1,1,1.285714286,1.249544452,1.331113697,43.4572162329496,4.15684695766093,19.7894245274799
647,image_0647.jpg,0,1,1,1,1,1,1,2,1,1.142857143,1.176311122,1.147511786,40.7260394570086,4.33771962626555,40.798322824193
648,image_0648.jpg,1,1,1,1,1,1,1,2,1,1.142857143,1.176311122,1.147511786,42.727767575543,3.65422363919227,17.9897000109734
649,image_0649.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.2969533643963,4.86393582556983,20.659593893672
650,image_0650.jpg,1,1,1,1,1,1,1,1,1,1,1,1,43.4581874011186,4.34553469978565,23.4016252137569
651,image_0651.jpg,1,1,1,1,1,1,1,1,1,1,1,1,33.5953240129456,2.99443437908811,16.3547221142257
652,image_0652.jpg,0,1,1,1,1,1,1,2,1,1.142857143,1.176311122,1.147511786,43.4581818037488,5.96117726661501,15.9531261942647
653,image_0653.jpg,0,1,1,3,1,1,1,1,1,1.285714286,1.249544452,1.331113697,43.4581218740731,4.42635058800113,21.1297098867572
654,image_0654.jpg,1,1,1,1,1,1,1,1,1,1,1,1,23.4923619957464,3.32411155527289,15.1253727239808
655,image_0655.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4581819815664,5.13392239410334,21.6864325800097
656,image_0656.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4581819815664,5.33210134187872,20.2555467577057
657,image_0657.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4581823151295,5.59162334838654,29.607594242383
658,image_0658.jpg,0,1,1,3,1,1,1,1,1,1.285714286,1.249544452,1.331113697,43.4224690258573,3.77994542998923,16.3479540014457
659,image_0659.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4581819815664,5.32261451549345,20.3702175378034
660,image_0660.jpg,0,1,1,3,1,1,1,1,1,1.285714286,1.249544452,1.331113697,37.5252999484169,3.57619912644617,14.0973803825399
661,image_0661.jpg,0,1,1,3,1,1,1,1,1,1.285714286,1.249544452,1.331113697,34.6842765718658,3.55317155852739,16.3231857777183
662,image_0662.jpg,0,1,1,3,1,1,1,1,1,1.285714286,1.249544452,1.331113697,24.2944170142198,3.32628224262431,16.7599450691416
663,image_0663.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4472905768777,3.56223559465314,18.4174328191044
664,image_0664.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4581819815664,5.95493807423436,20.8627202719695
665,image_0665.jpg,0,1,1,3,1,1,1,2,1,1.428571429,1.425855574,1.478625482,43.3876672865412,3.818695269387,24.074513102981
666,image_0666.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4581889209244,3.59329942038973,20.2942568473972
667,image_0667.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4581819815664,5.21945379158218,21.9032429251597
668,image_0668.jpg,0,1,1,1,1,1,1,1,1,1,1,1,42.1658661690798,5.40343373592268,37.9940136722163
669,image_0669.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4085546501439,5.84701580167425,37.0306649227665
670,image_0670.jpg,0,0,1,1,1,1,1,1,1,1,1,1,40.4180854735884,6.22486897704615,21.5901249579845
671,image_0671.jpg,0,0,1,1,1,2,1,3,1,1.428571429,1.52344536,1.427997309,40.841955136069,5.51957808592553,21.1986841829722
672,image_0672.jpg,0,1,1,1,1,1,1,1,1,1,1,1,41.7327515780618,6.61025691004476,23.2163928795762
673,image_0673.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.422092881398,6.85009161941452,39.7617327328767
674,image_0674.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4581819815664,4.52489865171684,25.2529621505054
675,image_0675.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4581819815664,6.52068086913087,27.1656196781755
676,image_0676.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4581819815664,7.73443625196998,24.654177642817
677,image_0677.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4582269419012,3.68017865265299,19.4259753469121
678,image_0678.jpg,1,0,1,3,1,1,1,1,1,1.285714286,1.249544452,1.331113697,5.63961459157355,2.92823843519512,15.5431578296892
679,image_0679.jpg,1,0,1,3,1,1,1,1,1,1.285714286,1.249544452,1.331113697,10.0460618515727,3.21375890353097,15.7846605272851
680,image_0680.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.457435660696,4.15433274601359,20.8110210045272
681,image_0681.jpg,0,1,1,1,1,1,1,1,1,1,1,1,14.9044205972648,3.15841648020966,24.9122333224801
682,image_0682.jpg,1,1,1,1,1,1,1,4,1,1.428571429,1.528933365,1.442535357,19.2957733683957,3.29507917683135,14.7064646583374
683,image_0683.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4581819815664,7.05841262846083,19.1546467028601
684,image_0684.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4581819815664,6.09442764343535,22.8153735676806
685,image_0685.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4581819815664,6.51295781781936,23.6740936464321
686,image_0686.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4581819815664,4.90146667208056,23.7006224722076
687,image_0687.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4450658972721,4.33903912123909,17.9779597239303
688,image_0688.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4581819815665,4.24654234025831,26.0665017481273
689,image_0689.jpg,1,1,1,1,1,1,1,2,1,1.142857143,1.176311122,1.147511786,17.9268690232871,3.45470500833307,24.4816440038535
690,image_0690.jpg,1,1,1,1,1,1,1,3,1,1.285714286,1.352622243,1.295023571,16.8366885119017,3.12412449397889,17.0129073943928
691,image_0691.jpg,0,1,1,1,1,1,1,1,1,1,1,1,43.4581819815664,4.4277657939994,26.9430004525778
